5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,5,-1,-1,-1,-1,-1,-1,3,4,4,4,4,4,4,4,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,4,7,8,-1,-1,-1,-1,-1,-1,3,4,4,4,4,4,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,5,15,-1,-1,-1,-1,-1,-1,3,4,4,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,5,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,4,4,5,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,2,-1,-1,-1,-1,3
5,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,0,10,4,4,5,-1,9,-1,-1,-1,-1,-1,3,4,4,4,4,4,5,-1,-1,-1,-1,0,10,7,7,7,7,7,7,11,2,-1,-1,-1,3
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,4,4,5,-1,-1,-1,-1,3,7,8,-1,-1,-1,-1,6,7,5,-1,-1,-1,3
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,4,4,5,-1,-1,-1,-1,3,5,-1,-1,-1,-1,-1,-1,3,11,2,12,14,3
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,4,4,5,-1,-1,-1,0,10,5,-1,9,-1,-1,-1,-1,6,7,5,-1,-1,3
5,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,7,8,-1,-1,-1,-1,-1,9,-1,3,4,4,4,4,4,5,-1,9,-1,3,7,8,-1,-1,-1,-1,9,-1,-1,3,5,-1,-1,3
11,1,1,1,10,4,4,4,4,4,4,4,4,4,4,4,4,4,11,2,-1,9,-1,-1,-1,-1,-1,3,4,7,8,15,-1,-1,-1,-1,-1,-1,-1,6,7,4,4,4,4,5,-1,-1,-1,3,5,-1,-1,-1,-1,-1,-1,-1,-1,3,5,-1,-1,3
4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,5,-1,-1,-1,-1,-1,-1,-1,3,4,5,15,15,-1,-1,-1,-1,-1,-1,-1,15,3,4,4,4,4,5,-1,-1,-1,3,5,-1,-1,-1,-1,15,15,-1,-1,3,5,-1,-1,3
4,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,8,-1,-1,-1,-1,-1,-1,-1,3,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,4,4,4,5,-1,-1,-1,3,5,-1,-1,-1,-1,15,15,-1,-1,3,5,12,14,3
4,5,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,4,4,5,-1,9,-1,3,5,-1,-1,-1,0,1,2,12,14,3,5,15,-1,3
4,5,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,6,7,4,5,-1,-1,-1,3,11,2,-1,-1,3,4,5,-1,-1,3,5,-1,-1,3
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,0,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,-1,-1,-1,6,7,5,-1,-1,3,4,5,-1,-1,3,5,-1,-1,3
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,11,2,-1,-1,-1,6,5,-1,-1,3,4,5,-1,-1,3,5,15,-1,3
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,11,2,-1,-1,-1,-1,-1,-1,3,4,5,15,15,3,11,1,1,10
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,10,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,8,-1,-1,-1,12,14,-1,3,4,5,12,14,6,7,4,4,4
4,5,-1,-1,-1,-1,1,1,1,1,1,1,2,-1,-1,-1,0,1,10,7,7,7,7,7,7,7,4,5,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,-1,-1,-1,6,7,7,7
4,5,-1,-1,-1,-1,3,4,4,4,4,4,11,1,1,1,10,7,7,8,-1,-1,-1,-1,-1,3,7,5,12,13,14,6,4,11,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,-1,-1,-1,-1,-1,-1,3
4,5,12,13,13,14,6,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,3,5,-1,-1,-1,-1,6,7,4,4,4,11,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,3,4,5,-1,-1,-1,-1,-1,-1,3
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,10,5,-1,-1,-1,-1,-1,6,7,7,7,4,4,4,4,11,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,-1,-1,-1,-1,-1,-1,3
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,10,4,7,8,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,4,4,4,4,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,11,1,1,2,-1,-1,-1,3
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,0,10,4,4,4,4,5,-1,-1,-1,3
4,5,-1,-1,-1,-1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,9,-1,6,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15,15,15,15,15,15,15,3,4,4,4,4,4,5,-1,-1,-1,3
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,4,4,4,4,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,14,-1,15,3,4,4,4,4,7,8,12,13,14,3
4,5,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,7,7,7,7,7,7,8,15,15,15,15,15,15,15,15,3,4,4,4,4,5,-1,-1,-1,-1,3
4,5,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,4,4,4,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,15,3,4,4,4,4,5,-1,-1,-1,-1,3
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,7,7,5,-1,-1,-1,-1,3
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,7,7,8,12,13,13,14,3
4,5,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,12,13,14,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,4,4,5,-1,-1,-1,-1,-1,-1,3
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,4,4,4,5,-1,-1,-1,-1,-1,-1,3
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,4,5,-1,-1,-1,-1,-1,-1,3
4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,4,4,4,4,5,-1,-1,-1,-1,-1,-1,3
